geometric_sample,binomial_sample,poisson_sample,normal_sample
0.25,0.4,0.2,0.429245024369699
0.5,0.1,0.3333333333333333,0.28794977517293374
0.5,0.4,0.26666666666666666,0.4097351910154429
0.1111111111111111,0.7,0.4,0.6437753452795566
0.5,0.4,0.2,0.40995734291129987
0.25,0.6,0.26666666666666666,0.21347902388168888
0.5,0.6,0.4,0.7267834577352265
0.5,0.4,0.5333333333333333,0.5493326640108207
0.3333333333333333,0.3,0.4,0.530307241074874
0.25,0.7,0.4,0.24007088761149856
0.5,0.7,0.3333333333333333,0.41096624034313717
0.5,0.2,0.6,0.5095237883816323
0.25,0.5,0.26666666666666666,0.4063559948320893
0.5,0.7,0.06666666666666667,0.5328671679063203
0.2,0.6,0.4666666666666667,0.6797868138917383
0.3333333333333333,0.6,0.3333333333333333,0.7503601516439838
0.3333333333333333,0.6,0.4666666666666667,0.40392818355174154
0.3333333333333333,0.3,0.6666666666666666,0.7282081610628452
0.5,0.5,0.4666666666666667,0.5288112743159372
0.5,0.5,0.3333333333333333,0.5302392876915804
0.5,0.5,0.4666666666666667,0.830359288164244
0.25,0.5,0.6,0.34341219234740084
0.5,0.5,0.06666666666666667,0.4597218058482361
0.3333333333333333,0.2,0.2,0.5276997397287436
0.5,0.2,0.26666666666666666,0.49911668207636933
0.3333333333333333,0.3,0.4,0.5504327832940465
0.3333333333333333,0.7,0.6,0.5084892975516463
0.25,0.3,0.3333333333333333,0.7140827009121047
0.5,0.6,0.3333333333333333,0.5755500490860184
0.3333333333333333,0.6,0.26666666666666666,0.38360786331740704
0.3333333333333333,0.9,0.8,0.7994602276490763
0.3333333333333333,0.4,0.3333333333333333,0.5466696082121776
0.2,0.4,0.4,0.4448731693206158
0.5,0.4,0.4,0.2734131872110261
0.3333333333333333,0.6,0.2,0.7666970540578897
0.2,0.2,0.13333333333333333,0.3763643107534212
0.2,0.3,0.26666666666666666,0.6827648900594344
0.3333333333333333,0.4,0.4666666666666667,0.6988647367595239
0.25,0.2,0.2,0.5210958121492626
0.3333333333333333,0.4,0.4,0.6965922890458383
0.5,0.5,0.4,0.19555538169339734
0.2,0.4,0.3333333333333333,0.6526429931765698
0.5,0.5,0.3333333333333333,0.16281889390662274
0.2,0.6,0.6,0.8048472073211499
0.5,0.5,0.2,0.22087188788210513
0.5,0.4,0.2,0.20688448339756746
0.3333333333333333,0.6,0.4666666666666667,0.23313085951311785
0.25,0.5,0.26666666666666666,0.9061091045092128
0.5,0.5,0.3333333333333333,0.7201434359916534
0.3333333333333333,0.5,0.3333333333333333,0.7776215338691026
0.5,0.5,0.4666666666666667,0.4234979813053585
0.5,0.5,0.4,0.3448833031207253
0.3333333333333333,0.5,0.4,0.3334249983699786
0.125,0.3,0.26666666666666666,0.4958830845042976
0.5,0.6,0.4666666666666667,0.9177714330096084
0.25,0.2,0.5333333333333333,0.5412495365056256
0.3333333333333333,0.7,0.3333333333333333,0.47031017992534413
0.3333333333333333,0.2,0.2,0.5948567540108508
0.5,0.5,0.4666666666666667,0.7068234555003252
0.3333333333333333,0.5,0.13333333333333333,0.48671154840359815
0.25,0.3,0.26666666666666666,0.7663183443015841
0.5,0.6,0.4,0.476571284655441
0.3333333333333333,0.5,0.6,0.6211172776346934
0.3333333333333333,0.5,0.4666666666666667,0.38710491870355335
0.5,0.5,0.4,0.7840725992671752
0.3333333333333333,0.5,0.2,0.19058290894699367
0.3333333333333333,0.5,0.3333333333333333,0.36443500824240155
0.5,0.4,0.26666666666666666,0.7246169992653244
0.3333333333333333,0.5,0.3333333333333333,0.5765062084505707
0.3333333333333333,0.5,0.2,0.5539472856399122
0.5,0.2,0.26666666666666666,0.3052075448330734
0.14285714285714285,0.7,0.4666666666666667,0.4288715883176292
0.5,0.5,0.4666666666666667,0.30091119805604216
0.3333333333333333,0.3,0.3333333333333333,0.2414341576595215
0.5,0.7,0.4666666666666667,0.23876770168422537
0.25,0.5,0.4,0.5948958681284021
0.25,0.7,0.5333333333333333,0.4009582976142859
0.5,0.7,0.3333333333333333,0.7933559166551265
0.25,0.5,0.6,0.12623850430221933
0.5,0.9,0.13333333333333333,0.7160714456531523
0.25,0.6,0.7333333333333333,0.28725770723099153
0.5,0.5,0.3333333333333333,0.5909816822698253
0.5,0.3,0.13333333333333333,0.6110766174588522
0.5,0.6,0.3333333333333333,0.6253595896417237
0.25,0.4,0.26666666666666666,0.5796971246129852
0.5,0.7,0.3333333333333333,0.5821227786793318
0.5,0.4,0.3333333333333333,0.43484016616774246
0.5,0.6,0.4666666666666667,0.7410691968555155
0.5,0.3,0.4,0.4397551003279718
0.5,0.6,0.26666666666666666,0.37770146328565796
0.5,0.6,0.4,0.7970792199572463
0.16666666666666666,0.5,0.2,0.8021706901549834
0.3333333333333333,0.5,0.26666666666666666,0.8805910747360227
0.3333333333333333,0.7,0.26666666666666666,0.6381195067930288
0.5,0.4,0.5333333333333333,0.18116270082200955
0.5,0.4,0.26666666666666666,0.34088732721856707
0.2,0.4,0.3333333333333333,0.3042705890442827
0.5,0.9,0.26666666666666666,0.7228463904017639
0.5,0.5,0.2,0.6216467058814075
0.16666666666666666,0.7,0.6,0.7129608738844043
0.3333333333333333,0.3,0.26666666666666666,0.4334389224203005
0.5,0.5,0.26666666666666666,0.6856466070942715
0.5,0.3,0.4666666666666667,0.7848684674215304
0.5,0.7,0.2,0.7325596273145738
0.3333333333333333,0.5,0.13333333333333333,0.6838046653164076
0.5,0.8,0.6,0.9123779435228119
0.5,0.5,0.3333333333333333,0.1086814207378927
0.5,0.6,0.06666666666666667,0.27259560842379904
0.5,0.3,0.26666666666666666,0.19159403090480204
0.25,0.2,0.26666666666666666,0.6007276105686262
0.3333333333333333,0.6,0.26666666666666666,0.3531188937427995
0.3333333333333333,0.7,0.4666666666666667,0.8032951677783894
0.5,0.5,0.3333333333333333,0.3071897942097138
0.2,0.5,0.13333333333333333,0.4397964907487952
0.2,0.3,0.5333333333333333,0.2094224067459898
0.5,0.4,0.4666666666666667,0.6083351197184499
0.16666666666666666,0.3,0.5333333333333333,0.7329630333649988
0.3333333333333333,0.2,0.5333333333333333,0.15494185164498048
0.5,0.5,0.26666666666666666,0.6486299207387946
0.16666666666666666,0.4,0.06666666666666667,0.77551910285371
0.25,0.3,0.4,0.5765782322716112
0.14285714285714285,0.3,0.26666666666666666,0.8475965569547929
0.3333333333333333,0.8,0.4666666666666667,0.17087862261307835
0.2,0.7,0.4666666666666667,0.4817015228177554
0.5,0.3,0.2,0.2714402945821605
0.5,0.5,0.26666666666666666,0.7958910907112301
0.3333333333333333,0.5,0.3333333333333333,0.24455776539302612
0.3333333333333333,0.4,0.3333333333333333,0.4332717949160749
0.5,0.6,0.26666666666666666,0.7109371723930382
0.5,0.4,0.06666666666666667,0.34751265389585084
0.25,0.6,0.4,0.8238288302531329
0.3333333333333333,0.4,0.3333333333333333,0.493170414239274
0.3333333333333333,0.6,0.4,0.7928197667183523
0.5,0.5,0.3333333333333333,0.4695383277568384
0.5,0.9,0.13333333333333333,0.7182329373814065
0.3333333333333333,0.5,0.13333333333333333,0.4323891702407154
0.5,0.5,0.26666666666666666,0.8802999361551521
0.3333333333333333,0.4,0.26666666666666666,0.36084195683282105
0.5,0.3,0.0,0.6843051785579717
0.3333333333333333,0.4,0.4666666666666667,0.6206924226783859
0.5,0.6,0.5333333333333333,0.6631204793425998
0.25,0.5,0.13333333333333333,0.7862220197997486
0.3333333333333333,0.3,0.26666666666666666,0.5795288477323823
0.3333333333333333,0.0,0.26666666666666666,0.2985394464387488
0.5,0.7,0.2,0.5969116175375266
0.5,0.4,0.2,0.32626175684519804
0.25,0.5,0.26666666666666666,0.14837355124366758
0.1,0.6,0.2,0.6462267468434569
0.5,0.4,0.13333333333333333,0.649345218824103
0.5,0.5,0.4,0.21355208248898305
0.5,0.6,0.4666666666666667,0.2497347062943576
0.3333333333333333,0.5,0.3333333333333333,0.5800614754842163
0.5,0.4,0.2,0.6234761696801034
0.25,0.6,0.5333333333333333,0.25864735359124186
0.5,0.4,0.5333333333333333,0.8580035739121188
0.5,0.6,0.4,0.582834549874776
0.5,0.6,0.4,0.22927826158724926
0.5,0.7,0.26666666666666666,0.8502305477980331
0.5,0.3,0.2,0.2897320291472125
0.5,0.6,0.4,0.5745704107420443
0.5,0.5,0.4666666666666667,0.484856305847632
0.5,0.2,0.13333333333333333,0.535073685632121
0.5,0.4,0.3333333333333333,0.5137456959188255
0.5,0.4,0.26666666666666666,0.19783377419333303
0.2,0.3,0.2,0.5242053203038082
0.25,0.8,0.13333333333333333,0.5519802004691261
0.5,0.5,0.4,0.8620488539414172
0.5,0.4,0.2,0.3482945589870785
0.3333333333333333,0.3,0.06666666666666667,0.41112469326728307
0.2,0.5,0.4666666666666667,0.507998945653253
0.3333333333333333,0.3,0.3333333333333333,0.5368868652106945
0.3333333333333333,0.6,0.26666666666666666,0.4271284298045655
0.3333333333333333,0.4,0.13333333333333333,0.5507787658920121
0.25,0.7,0.4,0.468220204513326
0.5,0.7,0.26666666666666666,0.4360307280211905
0.5,0.6,0.4,0.7165956146458663
0.5,0.8,0.13333333333333333,0.29098309190763066
0.5,0.5,0.4,0.3083492771203663
0.5,0.6,0.4,0.5730852675579694
0.5,0.3,0.5333333333333333,0.4155933663116457
0.25,0.5,0.2,0.3958180279777151
0.5,0.4,0.26666666666666666,0.2676487323774146
0.3333333333333333,0.7,0.4666666666666667,0.5758755871243274
0.2,0.4,0.13333333333333333,0.7305981503628155
0.5,0.5,0.2,0.7131565146164107
0.5,0.6,0.4,0.6711503056741196
0.2,0.2,0.4,0.4652105066807829
0.5,0.8,0.4,0.4890769653092697
0.5,0.6,0.3333333333333333,0.7942711553245653
0.5,0.9,0.2,0.44950876324591643
0.5,0.6,0.26666666666666666,0.4721648007453236
0.5,0.2,0.2,0.4701997778818697
0.5,0.4,0.26666666666666666,0.7698755802263297
0.5,0.5,0.26666666666666666,0.5715172650981952
0.2,0.5,0.13333333333333333,0.3869605638047758
0.5,0.3,0.2,0.7654720858279932
0.3333333333333333,0.3,0.2,0.6220643189187888
0.5,0.5,0.13333333333333333,0.6705495045628086
0.2,0.6,0.2,0.14089940229434447
0.2,0.4,0.2,0.8513678543153954
0.25,0.5,0.06666666666666667,0.7910579217694583
0.5,0.4,0.3333333333333333,0.669173323956553
0.16666666666666666,0.4,0.4,0.2876747680016404
0.3333333333333333,0.7,0.26666666666666666,0.6896994633237248
0.5,0.4,0.2,0.5669298546285777
0.16666666666666666,0.6,0.3333333333333333,0.034445630433276676
0.2,0.4,0.26666666666666666,0.46064536889916474
0.3333333333333333,0.4,0.13333333333333333,0.5054379420775746
0.25,0.5,0.3333333333333333,0.348830961193273
0.5,0.5,0.06666666666666667,0.48602943380159463
0.5,0.7,0.26666666666666666,0.528074491943117
0.2,0.5,0.4,0.3445006744871571
0.25,0.5,0.4,0.36910772660086477
0.3333333333333333,0.6,0.6,0.3285208000531346
0.5,0.5,0.5333333333333333,0.3059750917954491
0.5,0.5,0.3333333333333333,0.3406794308912252
0.5,0.5,0.4,0.5850533995091696
0.3333333333333333,0.6,0.4,0.8384311858049758
0.5,0.7,0.3333333333333333,0.14994237635743826
0.5,0.2,0.5333333333333333,0.41412859763545595
0.25,0.4,0.4,0.23666353639456575
0.5,0.7,0.5333333333333333,0.04006767556676455
0.5,0.6,0.26666666666666666,0.47891612440753395
0.5,0.4,0.3333333333333333,0.4767866192272457
0.5,0.4,0.4,0.7851294380098682
0.3333333333333333,0.7,0.2,0.6454268480937101
0.3333333333333333,0.5,0.26666666666666666,0.5892957205077752
0.3333333333333333,0.7,0.5333333333333333,0.8926374048818786
0.16666666666666666,0.4,0.26666666666666666,0.7687756697487869
0.5,0.8,0.2,0.5953823745401787
0.2,0.2,0.3333333333333333,0.4014672971187508
0.2,0.6,0.26666666666666666,0.5708183588918001
0.3333333333333333,0.5,0.4666666666666667,0.4932558367389159
0.5,0.5,0.5333333333333333,0.5351423260428575
0.25,0.5,0.13333333333333333,0.5051523381789582
0.5,0.6,0.2,0.5368896265284502
0.5,0.2,0.13333333333333333,0.24740613225419752
0.5,0.4,0.4,0.5466017292243472
0.5,0.3,0.13333333333333333,0.5935466086747159
0.5,0.3,0.3333333333333333,0.7110737053551227
0.25,0.4,0.2,0.5876262639440665
0.14285714285714285,0.5,0.26666666666666666,0.6529588037591225
0.16666666666666666,0.7,0.26666666666666666,0.7216200827971846
0.5,0.7,0.2,0.26894547432158383
0.25,0.6,0.5333333333333333,0.7335105180529398
0.5,0.4,0.26666666666666666,0.30943112859714583
0.5,0.7,0.5333333333333333,0.5353823753068104
0.25,0.6,0.5333333333333333,0.6506970220175543
0.25,0.5,0.6,0.4872322713525407
0.3333333333333333,0.3,0.2,0.5984600017720199
0.5,0.3,0.3333333333333333,0.6475362161549001
0.5,0.3,0.3333333333333333,0.7023949892326575
0.5,0.3,0.26666666666666666,0.48672013065576925
0.3333333333333333,0.4,0.26666666666666666,0.7649568718099161
0.25,0.4,0.5333333333333333,0.5990373993866287
0.2,0.6,0.4,0.7173444131741787
0.2,0.4,0.2,0.19355596046255782
0.3333333333333333,0.5,0.4,0.6240192067812186
0.5,0.5,0.3333333333333333,0.7218539348849101
0.14285714285714285,0.6,0.3333333333333333,0.5057655239870428
0.5,0.7,0.4,0.6396643900422576
0.5,0.3,0.26666666666666666,0.4306386964876679
0.3333333333333333,0.2,0.26666666666666666,0.5399761017611784
0.2,0.5,0.2,0.4435613842272966
0.5,0.5,0.06666666666666667,0.4522254590267953
0.5,0.6,0.4,0.6113425710192756
0.25,0.3,0.4666666666666667,0.19342955058052844
0.5,0.5,0.2,0.597920681410742
0.3333333333333333,0.3,0.4,0.25568182268050554
0.2,0.4,0.2,0.7884096935327637
0.5,0.6,0.2,0.7125439317012261
0.25,0.7,0.3333333333333333,0.5454060530254612
0.125,0.6,0.2,0.5461739242152942
0.5,0.3,0.3333333333333333,0.653200452573764
0.14285714285714285,0.4,0.4666666666666667,0.602867195574664
0.5,0.5,0.3333333333333333,0.3446412342176056
0.5,0.4,0.5333333333333333,0.6989121335675532
0.5,0.3,0.3333333333333333,0.5811427528362729
0.5,0.6,0.2,0.8682973240397542
0.5,0.7,0.2,0.28522913135755723
0.3333333333333333,0.3,0.4,0.33266929300542664
0.25,0.7,0.26666666666666666,0.3123403671461285
0.25,0.5,0.4,0.5386709078473313
0.3333333333333333,0.5,0.26666666666666666,0.3766100929575006
0.2,0.5,0.2,0.5753642966760587
0.5,0.1,0.5333333333333333,0.11468623343357646
0.3333333333333333,0.5,0.26666666666666666,0.7929462263379371
0.3333333333333333,0.5,0.2,0.13820528444364671
0.3333333333333333,0.5,0.26666666666666666,0.14843333310440524
0.3333333333333333,0.6,0.3333333333333333,0.6703763304530023
0.25,0.5,0.06666666666666667,0.606432888714709
0.2,0.6,0.4666666666666667,0.4887406410414769
0.5,0.5,0.5333333333333333,0.4351971947169718
0.2,0.5,0.3333333333333333,0.34550489981331356
0.3333333333333333,0.5,0.4666666666666667,0.2216673058928731
0.3333333333333333,0.6,0.2,0.4426898603557588
0.3333333333333333,0.7,0.4,0.34338766791451336
0.3333333333333333,0.7,0.4,0.2159312082682338
0.3333333333333333,0.6,0.26666666666666666,0.6042165880476551
0.5,0.7,0.4666666666666667,0.4631697403766375
0.3333333333333333,0.7,0.5333333333333333,0.571449813092797
0.5,0.5,0.3333333333333333,0.7775651235418135
0.5,0.5,0.26666666666666666,0.9584290596772432
0.16666666666666666,0.7,0.5333333333333333,0.46800621780658674
0.5,0.6,0.26666666666666666,0.47935053268524463
0.25,0.5,0.4666666666666667,0.10502284799031487
0.5,0.6,0.13333333333333333,0.6048639478838262
0.3333333333333333,0.4,0.06666666666666667,0.6656747930746781
0.5,0.4,0.4,0.1892731546150995
0.5,0.7,0.3333333333333333,0.6222087355654221
0.5,0.2,0.3333333333333333,0.623784343337579
0.5,0.5,0.26666666666666666,0.1547387980759848
0.25,0.4,0.4666666666666667,0.5752539808590004
0.5,0.5,0.26666666666666666,0.46814156143339897
0.25,0.3,0.5333333333333333,0.47936890610856653
0.3333333333333333,0.5,0.13333333333333333,0.5696223198444212
0.5,0.6,0.2,0.5672966199381783
0.5,0.4,0.4,0.47296232057002546
0.5,0.4,0.3333333333333333,0.6002407566421879
0.1111111111111111,0.5,0.2,0.5815431788363665
0.5,0.5,0.5333333333333333,0.6792237797187032
0.25,0.6,0.2,0.479564960713878
0.5,0.7,0.4666666666666667,0.3738978088206388
0.5,0.2,0.4666666666666667,0.33769630407913753
0.3333333333333333,0.6,0.4,0.43463294904824307
0.25,0.5,0.4666666666666667,0.7843025561335749
0.25,0.6,0.26666666666666666,0.43302578239358297
0.5,0.6,0.4,0.5135166764165188
0.25,0.6,0.4666666666666667,0.6853193664606693
0.3333333333333333,0.1,0.4,0.709539434432466
0.3333333333333333,0.5,0.4,0.26641977270257833
0.5,0.6,0.06666666666666667,0.545858981666944
0.3333333333333333,0.6,0.4,0.8558849639138189
0.5,0.4,0.6,0.47924174626862637
0.5,0.5,0.4,0.2506573239344011
0.5,0.6,0.26666666666666666,0.25802389234131995
0.25,0.7,0.6,0.19182477817649302
0.25,0.5,0.26666666666666666,0.5169035524116261
0.3333333333333333,0.8,0.4666666666666667,0.21843186610369977
0.5,0.6,0.2,0.7680777974812929
0.5,0.4,0.0,0.5466131181864596
0.5,0.6,0.26666666666666666,0.5950348110810089
0.3333333333333333,0.5,0.2,0.36631769512304807
0.5,0.1,0.3333333333333333,0.5187496813474564
0.5,0.6,0.26666666666666666,0.5858522037255367
0.5,0.3,0.4,0.4475842549319665
0.5,0.3,0.6,0.09842240065866727
0.25,0.7,0.3333333333333333,0.4313557230672813
0.5,0.7,0.06666666666666667,0.38838214214992656
0.5,0.7,0.26666666666666666,0.5054604014353796
0.3333333333333333,0.5,0.26666666666666666,0.3929279536350413
0.25,0.6,0.26666666666666666,0.5382892975150526
0.16666666666666666,0.3,0.3333333333333333,0.2775989316119671
0.3333333333333333,0.3,0.4,0.38290710366062225
0.5,0.7,0.5333333333333333,0.6568783354985656
0.5,0.4,0.26666666666666666,0.5941219897583947
0.3333333333333333,0.4,0.2,0.8379906916816725
0.5,0.5,0.4666666666666667,0.49510940201031756
0.5,0.5,0.06666666666666667,0.7607464473287883
0.5,0.4,0.6666666666666666,0.7291065454336781
0.5,0.3,0.5333333333333333,0.19065443846417873
0.25,0.7,0.3333333333333333,0.6896452698447034
0.25,0.6,0.5333333333333333,0.26203705245565034
0.2,0.7,0.26666666666666666,0.5414825229722974
0.3333333333333333,0.7,0.26666666666666666,0.3656409942803944
0.2,0.5,0.5333333333333333,0.37908916129496606
0.5,0.7,0.4,0.6993136883461398
0.16666666666666666,0.5,0.4,0.5362823781343873
0.5,0.3,0.4,0.7744887013819899
0.5,0.3,0.6666666666666666,0.1998068158748341
0.3333333333333333,0.5,0.6,0.5749923185839823
0.3333333333333333,0.3,0.4666666666666667,0.13080100878993312
0.3333333333333333,0.2,0.4,0.8296017087528229
0.5,0.7,0.06666666666666667,0.2606455033791932
0.3333333333333333,0.5,0.5333333333333333,0.6709310518940953
0.5,0.6,0.13333333333333333,0.5077567066175711
0.25,0.3,0.26666666666666666,0.23777854638458581
0.2,0.5,0.2,0.6868413881422354
0.5,0.7,0.26666666666666666,0.42551018157839604
0.2,0.7,0.4,0.4266145471268583
0.5,0.8,0.5333333333333333,0.4783798878685417
0.5,0.4,0.3333333333333333,0.3613450945710398
0.5,0.6,0.13333333333333333,0.4903150200550826
0.5,0.5,0.2,0.5249378026475882
0.125,0.5,0.0,0.26834234930169204
0.5,0.5,0.4,0.2504419656085589
0.5,0.5,0.4,0.6840849647224296
0.5,0.6,0.13333333333333333,0.28594421892851096
0.3333333333333333,0.5,0.2,0.31537757907116615
0.5,0.4,0.2,0.9012066698542585
0.5,0.7,0.26666666666666666,0.17557908396067526
0.3333333333333333,0.5,0.13333333333333333,0.6988458714948382
0.5,0.6,0.4666666666666667,0.4879927637289078
0.5,0.8,0.13333333333333333,0.503107802576341
0.5,0.4,0.26666666666666666,0.45713078145599645
0.5,0.3,0.4666666666666667,0.3227879712006481
0.3333333333333333,0.5,0.4,0.29509889615572255
0.5,0.6,0.2,0.7227053664328182
0.5,0.6,0.4666666666666667,0.7477674698256341
0.5,0.4,0.5333333333333333,0.8887837329091639
0.5,0.4,0.06666666666666667,0.6100239324370929
0.3333333333333333,0.6,0.3333333333333333,0.8434855815576682
0.3333333333333333,0.5,0.06666666666666667,0.5347698309172961
0.14285714285714285,0.7,0.3333333333333333,0.6754651574927323
0.5,0.4,0.26666666666666666,0.6276008349325816
0.5,0.6,0.3333333333333333,0.7573462077687333
0.25,0.1,0.3333333333333333,0.5475129986173652
0.5,0.3,0.4,0.4775531276255466
0.3333333333333333,0.8,0.4,0.497137095595823
0.5,0.6,0.4,0.7062022337762298
0.3333333333333333,0.6,0.26666666666666666,0.18751936500058922
0.5,0.6,0.4666666666666667,0.35791351838073215
0.3333333333333333,0.4,0.3333333333333333,0.4921279382669651
